SiteCode,Study,number_pfas_sites_proximal,mean_dist_to_pfas_site,Burn_Area_5k_frac,Burn_area_50k_frac,Urbn_burn_5k_frac,Urbn_burn_50k_frac,OpenWater,PerennialIceSnow,DevelopedOpenSpace,DevelopedLowIntensity,DevelopedMediumIntensity,DevelopedHighIntensity,Barren,DeciduousForest,EvergreenForest,MixedForest,DwarfScrub,ShrubScrub,GrasslandHerbaceous,SedgeHerbaceous,Moss,PastureHay,CultivatedCrop,WoodyWetlands,EmergentHerbaceousWetlands
CC413600070310002,Cape Cod,2,4121.860698,NA,NA,NA,NA,0.104633553,0,0.105573203,0.180092094,0.099855085,0.014828148,0.005145161,0.043533333,0.157219619,0.199228885,0,0.005557691,0.017750232,0,0,0.002589769,0.004824305,0.031799158,0.027318628
CAPETW201808-005,Cape Cod,6,3635.221183,NA,NA,NA,NA,0.076478406,0,0.119518996,0.198300693,0.089702272,0.028395788,0.009935088,0.060596016,0.118602264,0.229687321,0,0.007425533,0.031306414,0,0,0.0032544,0.003621093,0.020695236,0.0024408
CC413700070260001,Cape Cod,1,3689.314754,NA,NA,NA,NA,0.310829604,0,0.08688332,0.169595507,0.081348548,0.010301781,0.014816689,0.010129894,0.122612968,0.123644292,0,0.001122997,0.007700553,0,0,0.001707414,0.004033623,0.023170413,0.032028341
CC414000070260001,Cape Cod,NA,NA,NA,NA,NA,NA,0.107188944,0,0.122120224,0.182956883,0.053938247,0.004090919,0.008502694,0.073865719,0.110924629,0.286272633,0,0.002738738,0.011298728,0,0,0.004572203,0.012696745,0.016042818,0.002830412
CAPETW201808-008POU-CF,Cape Cod,2,3412.630877,NA,NA,NA,NA,0.360963411,0,0.078105607,0.121787909,0.065958901,0.0056952,0.030618865,0.033323225,0.082563218,0.165447293,0,0.00190222,0.010691392,0,0,0.005317048,0.001970975,0.013567641,0.022150548
CC414000070360001,Cape Cod,4,4179.968344,NA,NA,NA,NA,0.252353531,0,0.075137685,0.122624427,0.084958182,0.014725015,0.018976362,0.045183452,0.094950566,0.224656751,0,0.015149004,0.010026761,0,0,0.00190222,0.005741037,0.011333105,0.022391191
CC413700070380001,Cape Cod,1,2351.016206,NA,NA,NA,NA,0.439802404,0,0.063770203,0.101516662,0.05361739,0.004698254,0.032647135,0.026516487,0.070943634,0.159499991,0,0.002005352,0.009270457,0,0,0.003586716,0.001684496,0.007815144,0.022482864
CC414000070130001,Cape Cod,4,3218.348681,NA,NA,NA,NA,0.14444266,0,0.081142283,0.181661999,0.242991401,0.041573818,0.010932035,0.002669983,0.120733667,0.063174326,0,0.000446907,0.006348372,0,0,0.001822006,0.009614232,0.03543171,0.056940546
CC414200069590001,Cape Cod,1,1308.926659,NA,NA,NA,NA,0.329278845,0,0.068571589,0.148671089,0.125752777,0.012559235,0.058945898,0.002887707,0.108208809,0.059415723,0,0.002601228,0.017211652,0,0,0.000710468,0.000882355,0.011848767,0.052356883
CC414900069580001,Cape Cod,NA,NA,NA,NA,NA,NA,0.45233872,0,0.042158235,0.127666456,0.081772537,0.011768553,0.033403439,0.002807493,0.08769692,0.050695306,0,0.002956462,0.010691392,0,0,0.002074107,4.58E-05,0.013074897,0.080809967
CAPETW201808-014,Cape Cod,2,3304.640796,NA,NA,NA,NA,0.11254037,0,0.078346249,0.156004948,0.116367728,0.013453049,0.013464508,0.004423234,0.208189944,0.132937668,0,0.004629499,0.02347981,0,0,0.002521014,0.012032114,0.060217864,0.061317943
CAPETW201808-015,Cape Cod,2,4914.193253,NA,NA,NA,NA,0.425902447,0,0.061512749,0.099178994,0.054809143,0.006474423,0.01140186,0.004388857,0.136822321,0.128961341,0,0.002429341,0.010599719,0,0,0.001925138,0.001776169,0.031913749,0.021909906
CAPETW201808-016,Cape Cod,1,1263.249001,NA,NA,NA,NA,0.271433026,0,0.089782486,0.138174502,0.081669404,0.014713556,0.014507291,0.005775415,0.169755936,0.118957497,0,0.002085566,0.0160199,0,0,0.002750197,0.000756304,0.02470594,0.048964973
CC414000070250001,Cape Cod,NA,NA,NA,NA,NA,NA,0.07657008,0,0.127162253,0.196020321,0.061191893,0.00366693,0.004870141,0.066898552,0.120126331,0.27464159,0,0.002624147,0.011344564,0,0,0.0048816,0.015091708,0.029908397,0.00489306
CC413900070180001,Cape Cod,5,2103.857089,NA,NA,NA,NA,0.188812512,0,0.100026972,0.215432131,0.170924769,0.071562429,0.016352215,0.014358322,0.071528051,0.081795455,0,0.000607335,0.006829657,0,0,0.002452259,0.002257454,0.028716645,0.028384329
CAPETW201808-019,Cape Cod,NA,NA,NA,NA,NA,NA,0.171016443,0,0.072651048,0.123094253,0.045263666,0.002543933,0.033414899,0.061168974,0.073739668,0.183873616,0,0.001684496,0.011631043,0,0,0.003426288,0.006623392,0.051061999,0.15883536
CC413700070220001,Cape Cod,NA,NA,NA,NA,NA,NA,0.482166903,0,0.072891691,0.1523151,0.079320277,0.007700553,0.019847258,0.004789927,0.068101764,0.052391261,0,0.000756304,0.005729578,0,0,0.001867842,0.00095111,0.022345354,0.029003124
CO_1_Priv,PFAS Recon,NA,NA,0.059205639,0.016727821,NA,3.82E-06,8.02E-05,0,0.006004598,0.002807493,0.00040107,0,0,0.086837483,0.264408563,0.024854909,0,0.530238062,0.046776274,0,0,0.00760888,0,0.015733421,0.014106221
IST CO_10_Pub,PFAS Recon,3,3578.204935,0.010058592,0.140016879,NA,0.000781769,0.052494393,0,0.112334105,0.176264736,0.110626691,0.027077985,0.001822006,0.00434302,0.023880881,0.000148969,0,0.196249504,0.265783662,0,0,0.007242187,0.004125296,0.005122243,0.012433184
CO_11_Priv,PFAS Recon,1,3902.708718,NA,0.006289803,NA,4.58E-05,0.001970975,0,0.101459366,0.046272072,0.010771607,0.002326209,0,0.010462209,0.68964638,0.000343775,0,0.111062139,0.004629499,0,0,0.001512609,0,0.017692937,0.00176471
IST CO_2_Priv,PFAS Recon,20,4052.670845,NA,0.021450267,NA,0.000156608,0.034102448,0,0.108426533,0.189305256,0.11715841,0.053640309,0.000332316,0.000435448,0.076615916,0.000389611,0,0.127769588,0.212005843,0,0,0.031730403,0.001856383,0.017555427,0.028624971
CO_3_Pub,PFAS Recon,2,4881.858116,NA,0.038978955,NA,0.001172654,0.003380451,0,0.123036957,0.157666526,0.075114767,0.02524452,5.73E-05,0.028453084,0.444706922,0.003368992,0,0.110672528,0.018919066,0,0,2.29E-05,0,0.006795279,0.002463719
CO_4_Pub,PFAS Recon,NA,NA,0.039979722,0.003206017,0.000127324,1.15E-05,0.004847223,0,0.023961095,0.014003089,0.003896113,0.000126051,0,0.128571729,0.534856102,0.021302571,0,0.249144968,0.007242187,0,0,0.001317803,0,0.01004968,0.000641713
CO_5_Pub,PFAS Recon,6,3496.262065,NA,0.131380496,NA,0.000761397,0.019916013,0,0.164507642,0.303186347,0.190508467,0.044816759,0.001615741,0.002326209,0.003013758,0.000148969,0,0.034239958,0.195275476,0,0,0.019182627,0.005385803,0.004560744,0.011356023
IST CO_6_Pub,PFAS Recon,1,4752.967815,NA,0.003206017,NA,1.15E-05,0.000584417,0,0.287212284,0.151971326,0.152658875,0.052024568,4.58E-05,0,0.002922085,0,0,0.063632693,0.257407019,0,0,0,0.007276564,0.001787628,0.022482864
CO_7_Pub,PFAS Recon,9,3712.286597,NA,0.048132275,NA,0.000187166,0.039041344,0,0.084923804,0.070806124,0.074450136,0.030825129,0.000767763,0.003071054,0.000263561,0.000469825,0,0.012398807,0.270436079,0,0,0.195504659,0.138002615,0.023846503,0.055244591
CO_8_Pub,PFAS Recon,5,4389.837823,0.080214091,0.010692666,0.000381972,8.79E-05,0.005580609,0,0.053319452,0.09598189,0.072926068,0.027593647,0.004652417,0.000194806,0.11755948,0,0,0.306108432,0.312720365,0,0,0.000389611,0.000114592,0.001501149,0.001398017
CO_9_Pub,PFAS Recon,2,3165.849339,NA,0.080601156,NA,0.000101859,0.034503518,0,0.062349267,0.099969676,0.068949741,0.012181083,0.000916732,0.000183346,0.044919891,0,0,0.292907484,0.000515662,0,0,0,0.315447644,0.06434316,0.002750197
Recon91210300018,National TapWater Recon,10,3000.472104,NA,0.001243955,NA,NA,0.358602825,0,0.061031464,0.258392506,0.206906519,0.092074318,0.000252101,0,0.003678389,0.000114592,0,0.000928192,0.000435448,0,0,0.000343775,0,0.01465626,0.002463719
IST CT_1_Priv,PFAS Recon,NA,NA,NA,1.27E-06,NA,1.27E-06,0.010106976,0,0.220577292,0.162318943,0.109526612,0.019068035,4.58E-05,0.354351478,0.006760902,0.058888602,0,0.000905273,0.002417882,0,0,0.007013003,0.000481285,0.045492849,0.001970975
IST CT_3_Pub,PFAS Recon,3,4068.156626,NA,NA,NA,NA,0.029255225,0,0.150332666,0.144534333,0.109240133,0.025485163,0.00095111,0.321498078,0.003609634,0.053663227,0,0.000710468,0.005637905,0,0,0.065592208,0.02185261,0.062475318,0.005110784
DC_4_Pub,PFAS Recon,13,3046.792846,NA,NA,NA,NA,1.15E-05,0,0.218067737,0.331009177,0.242750759,0.069282057,0.00067609,0.122200439,0.00013751,0.008846468,0,0.000194806,0.000664631,0,0,0.000721927,0.000183346,0.005145161,4.58E-05
IST DE_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.014885444,0,0.080351601,0.039980995,0.011974818,0.002773116,0.002337668,0.067253786,0.007161972,0.038353795,0,0.002326209,0.00040107,0,0,0.001569904,0.621922768,0.107853575,0.000756304
IST DE_10_Priv,PFAS Recon,NA,NA,NA,0.000168068,NA,5.09E-06,0.041974888,0,0.132387628,0.082746565,0.032830482,0.007230727,0.002532473,0.072009336,0.004297183,0.031799158,0,0.014369782,0.002876248,0,0,0.035340037,0.438473141,0.08539363,0.015653207
IST DE_11_Pub,PFAS Recon,21,3214.818666,NA,NA,NA,NA,0.0209015,0,0.138988102,0.240413091,0.240218285,0.159041625,0.008869387,0.043865649,0.000882355,0.021646346,0,0.001753251,0.003426288,0,0,0.004789927,0.001787628,0.054385154,0.058934439
IST DE_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.003712767,0,0.078896288,0.052517312,0.013922874,0.002062648,0.000240642,0.057811442,0.052333965,0.131379222,0,0.010794525,0.001558445,0,0,0.003151268,0.486441168,0.103625147,0.001432394
DE_3_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.016638694,0,0.130726051,0.095832921,0.050947407,0.021657805,1.15E-05,0.043728139,0.004239888,0.043395823,0,0.001592823,0.001844924,0,0,0.003609634,0.483221145,0.092028481,0.010565342
DE_4_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.001077161,0,0.071115522,0.042307204,0.024121523,0.010381995,0.000572958,0.049560849,0.014106221,0.040977942,0,0.006291077,0.002761657,0,0,0.001810547,0.499344178,0.231566622,0.00393049
IST DE_5_Pub,PFAS Recon,11,2580.151715,NA,5.60E-05,NA,NA,0.051738089,0,0.198163183,0.207044029,0.200386259,0.147479336,0.004984733,0.088682408,0.001111538,0.018655506,0,0.005374344,0.024591349,0,0,0.018644047,1.15E-05,0.011149759,0.022024498
DE_6_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.039213231,0,0.065993279,0.050374449,0.014071843,0.001191752,0.000389611,0.038640274,0.017016847,0.072307274,0,0.001386558,0.00108862,0,0,0.002543933,0.374084144,0.146654277,0.174958392
DE_8_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.001810547,0,0.075492919,0.043533333,0.024969501,0.010473668,0.001168834,0.058739633,0.012192542,0.04411775,0,0.003380451,0.002669983,0,0,0.001558445,0.509141756,0.206746091,0.003907572
DE_9_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.009132947,0,0.085072773,0.042971835,0.014266649,0.004537826,1.15E-05,0.060607476,0.007299482,0.077039905,0,0.004022164,0.000515662,0,0,0.002681442,0.547518469,0.142391471,0.00190222
Recon385910095133600,National TapWater Recon,6,1941.291159,NA,0.003306603,NA,0.000109499,0.039224691,0,0.111348618,0.185626866,0.103762657,0.045183452,0.001478231,0.053296534,2.29E-05,0.001684496,0,0.00013751,0.008720418,0,0,0.123346354,0.303071755,0.018976362,0.003987786
Recon91210300019,National TapWater Recon,1,4774.400716,NA,0.00122231,NA,2.80E-05,0.303495744,0,0.077704536,0.221906554,0.256192349,0.073189629,0.008330806,0,0.017818987,0.001077161,0,0.002016811,0.000515662,0,0,9.17E-05,0,0.02783429,0.009694446
Recon340101081050601,National TapWater Recon,4,3109.729851,NA,0.000520755,NA,1.02E-05,0.04208948,0,0.168873581,0.251803492,0.207697201,0.120917013,0.000767763,0.011447697,0.044243801,0.062463859,0,0.002051189,0.017681478,0,0,0.014954198,0.001718873,0.050477582,0.002738738
Recon401731074422303,National TapWater Recon,2,2909.377927,NA,0.002410242,NA,0.000171887,0.006955708,0,0.203789629,0.150928542,0.090286689,0.038766324,0.000160428,0.102971975,0.000790682,0.021462999,0,0.004400316,0.00271582,0,0,0.056447802,0.089003264,0.228529946,0.002692902
Recon402247074330401,National TapWater Recon,6,3052.541051,NA,0.002191245,NA,0.000164248,0.004239888,0,0.147605387,0.155752847,0.076409652,0.022345354,0.005064947,0.160474019,0.000286479,0.005099324,0,0.004434693,0.003288778,0,0,0.015676125,0.087456278,0.309397209,0.002394964
FL_1_Priv,PFAS Recon,NA,NA,0.027247326,0.059063036,0.000127324,0.002597409,0.00624524,0,0.022987067,0.003999245,0.00013751,0,0,0.000320856,0.548481038,0.00040107,0,0.021061929,0.012536317,0,0,0.10901095,0,0.261761498,0.01302906
FL_2_Priv,PFAS Recon,NA,NA,0.064935217,0.128233048,0.000509296,0.003722952,0.0032544,0,0.056104027,0.014381241,0.001478231,2.29E-05,0.000435448,0.026837343,0.367311783,0.050809897,0,0.024247574,0.052620444,0,0,0.100691603,0.012387348,0.275248925,0.014197894
IST FL_3_Pub,PFAS Recon,NA,NA,NA,0.041600556,NA,0.00054622,0.501727682,0,0.05553107,0.099545687,0.149003404,0.029369817,9.17E-05,4.58E-05,0.004938896,0.000343775,0,0.001237589,0.001168834,0,0,0.004320102,2.29E-05,0.136478547,0.016065737
FL_4_Pub,PFAS Recon,NA,NA,NA,0.001293611,NA,2.80E-05,0.149862841,0,0.136352496,0.268831797,0.293560656,0.059358428,0.000561499,0,0.013877038,0.002830412,0,0.001168834,0.00013751,0,0,0.000561499,0,0.067093358,0.005729578
FL_5_Pub,PFAS Recon,2,3033.530654,NA,0.003015031,NA,7.51E-05,0.503744493,0,0.071722857,0.13698275,0.097964324,0.041161288,0.005614986,3.44E-05,0.00882355,0.000343775,0,0.00013751,0.000630254,0,0,0.000114592,0,0.012456102,0.120218005
FL_6_Pub,PFAS Recon,2,3415.20985,NA,0.00443342,NA,0.00018462,0.124904799,0,0.130118715,0.225791208,0.117823041,0.036669299,0.004663876,0.000332316,0.055634202,0.004228429,0,0.006291077,0.007448451,0,0,0.004136755,1.15E-05,0.105217969,0.176654347
FL_7_Pub,PFAS Recon,19,3825.564487,NA,0.022727326,NA,0.000753758,0.299187101,0,0.211295376,0.236150285,0.129075932,0.091673247,0.000171887,0,0.020420216,0.000515662,0,0.000641713,0.001214671,0,0,5.73E-05,0,0.007746389,0.001799087
IST FL_8_Pub ,PFAS Recon,5,3921.733037,NA,0.048915317,NA,0.002366952,0.001615741,0,0.381165903,0.174820882,0.1034418,0.044862595,0.00041253,0.000343775,0.183644432,0.002624147,0,0.007964113,0.003357533,0,0,0.094251557,0.000126051,0.000939651,0.000297938
GA_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.005053488,0,0.024602808,0.008055787,0.000572958,3.44E-05,0.000343775,0.006967167,0.297216127,0.064790067,0,0.00733386,0.019618075,0,0,0.006497341,0.388602895,0.15217759,0.018002334
IST GA_3_Pub,PFAS Recon,7,3175.137899,NA,NA,NA,NA,0.005603527,0,0.192880512,0.194565008,0.118968957,0.104931491,0.002349127,0.155454909,0.111119435,0.032395034,0,0.005202457,0.016054277,0,0,0.026275844,0,0.032670053,0.001535527
GA_4_Pub,PFAS Recon,1,4500.5481,NA,NA,NA,NA,0.005328507,0,0.227979907,0.265428428,0.092693112,0.048472229,0.000343775,0.008571449,0.105470071,0.04384273,0,0.003036676,0.013533263,0,0,0.006611933,0.062521155,0.108965113,0.007127595
IST GA_5_Pub,PFAS Recon,3,2031.993962,NA,NA,NA,NA,0.005729578,0,0.117444889,0.167739124,0.077314925,0.039339282,0.002085566,0.006898412,0.130141634,0.026436273,0,0.006955708,0.018781557,0,0,0.004354479,0.249122049,0.13371689,0.013877038
IST GA_7_Pub,PFAS Recon,1,4316.853167,NA,NA,NA,NA,0.001501149,0,0.350157427,0.287452926,0.116447942,0.071745775,0.000607335,0.050374449,0.057341616,0.044404229,0,0.001581364,0.00299084,0,0,0.012685286,0,0.002108485,0.000561499
GA_8_Pub,PFAS Recon,7,3056.082848,NA,NA,NA,NA,0.006336913,0,0.189797999,0.269782907,0.237525384,0.101482285,0.001512609,0.073499026,0.04927437,0.022723506,0,0.001145916,0.009247539,0,0,0.008078705,0,0.026596701,0.002887707
IST GA_9_Pub,PFAS Recon,2,4686.63955,NA,0.000303031,NA,3.82E-06,0.022689129,0,0.259607177,0.231257225,0.157540475,0.075928367,0.001638659,0.144224936,0.054820602,0.028693726,0,0.000435448,0.002876248,0,0,0.005042029,0,0.014312486,0.0008136
HI_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.00041253,0,0.015160463,0,0,0.017062683,0.172586347,0,0.479153145,0,0,0.197189155,0.053055892,0,0,0.057582258,0.007780767,0,2.29E-05
HI_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.035099395,0,0.013109274,0,0,0.010817443,0.003976327,0,0.437613705,0,0,0.050970325,0.150321207,0,0,0.089243906,0.028888532,0.010954953,0.001546986
HI_3_Pub,PFAS Recon,3,2354.142433,NA,NA,NA,NA,0.023376678,0,0.198529876,0,0,0.184320523,0.030424059,0,0.354305641,0,0,0.056252996,0.042307204,0,0,0.020145196,0.029954234,0,0.000148969
HI_4_Pub,PFAS Recon,2,3529.646065,0.014769579,0.012822795,NA,3.82E-05,0.041126911,0,0.103189699,0,0,0.184171554,0.025473704,0,0.144946863,0,0,0.099706116,0.082047556,0,0,0,0.150263911,0.005924384,0.00475555
HI_5_Pub,PFAS Recon,2,4311.311983,NA,NA,NA,NA,0.005603527,0,0.096875704,0,0,0.218377134,0.005064947,0,0.389107098,0,0,0.110111029,0.097116346,0,0,0,0.089988751,0.0008136,0.00040107
HI_6_Pub,PFAS Recon,NA,NA,NA,0.001049149,NA,2.67E-05,0.02620709,0,0.068903904,0,0,0.055061244,0.023319382,0,0.34088697,0,0,0.107303536,0.07276564,0,0,0.112563288,0.079297359,0.000653172,0.003059595
HI_8_Priv,PFAS Recon,NA,NA,0.361727355,0.012822795,0.000381972,3.82E-05,0.033174256,0,0.023720453,0,0,0.048506607,0.024327788,0,0.026722752,0,0,0.086688514,0.055072703,0,0,0.007654716,0.448797841,0.017452294,0.012364429
IA_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.000618794,0,0.019228464,0.022998526,0.007723471,0.003861736,0.000126051,0.002509555,5.73E-05,0.002108485,0,0,0.01859821,0,0,0.035489006,0.87182404,0.011103922,0.003621093
IST IA_10_Pub,PFAS Recon,2,3664.403763,NA,NA,NA,NA,0.001294885,0,0.053193402,0.051485987,0.025313275,0.008113082,0.005534772,0.187437413,0.002945003,0.041871756,0,0.001592823,0.025863315,0,0,0.199217425,0.395363797,0.000355234,0.000332316
IA_11_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,4.58E-05,0,0.038101693,0.004102378,0.002188699,0.00013751,0.000320856,0.00053858,0,0.000355234,0,0,0.000847978,0,0,0.017933579,0.932958637,8.02E-05,0.002417882
IA_2_Priv,PFAS Recon,NA,NA,NA,0.000324676,NA,1.27E-06,0,0,0.01493128,0.027754076,0.00312835,5.73E-05,0.000171887,0.004595122,0,2.29E-05,0,0,0.005351426,0,0,0.050271317,0.893355794,0.00041253,0
IST IA_4_Pub,PFAS Recon,2,3679.357521,NA,0.000528394,NA,1.91E-05,0.040714381,0,0.161230324,0.384786996,0.165687935,0.060641853,0.005626446,0.01996185,0.000160428,0.009717364,0,0.000252101,0.003071054,0,0,0.039052803,0.02783429,0.068972659,0.012307133
IA_6_Pub,PFAS Recon,11,3172.132727,NA,0.001019865,NA,1.15E-05,0.037631868,0,0.151524419,0.246280179,0.219431376,0.12475583,0.008319347,0.063082653,6.88E-05,0.006268158,0,0,0.013338457,0,0,0.034595192,0.059358428,0.028877073,0.006325454
IA_7_Priv,PFAS Recon,NA,NA,NA,0.000836518,NA,1.15E-05,0.035534842,0,0.022047416,0.032876318,0.019331596,0.003850276,0.000171887,0.052333965,0.000756304,0.014037466,0,0.000160428,0.025462244,0,0,0.085874914,0.594970834,0.026757129,0.085806159
IA_8_Pub,PFAS Recon,9,2583.991173,NA,0.000193532,NA,NA,0.013670773,0,0.086974993,0.160955304,0.116573993,0.053972624,0.000710468,0.035523383,0.000217724,0.017979416,0,0.000423989,0.011596666,0,0,0.090206475,0.389691515,0.007746389,0.013693691
IA_9_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.01493128,0,0.017303325,0.011848767,0.003483583,0.000297938,0.000343775,0.268533859,0.004228429,0.042169694,0,0,0.018896148,0,0,0.146310503,0.464176028,0.007013003,0.000515662
Recon413922091320201,National TapWater Recon,10,2786.667737,NA,0.000353961,NA,2.55E-06,0.028613512,0,0.146837624,0.222628481,0.17933579,0.08294137,0.006726525,0.06692147,0.000194806,0.021818233,0,0.000561499,0.025141388,0,0,0.087101044,0.097414284,0.028636431,0.005087865
Recon413922091320202,National TapWater Recon,10,2786.667737,NA,0.000353961,NA,2.55E-06,0.028613512,0,0.146837624,0.222628481,0.17933579,0.08294137,0.006726525,0.06692147,0.000194806,0.021818233,0,0.000561499,0.025141388,0,0,0.087101044,0.097414284,0.028636431,0.005087865
Recon414027091202300,National TapWater Recon,1,1423.689595,NA,NA,NA,NA,0.000630254,0,0.032337738,0.041321716,0.019526402,0.005809792,1.15E-05,0.002887707,0.000332316,0.002268913,0,0,0.010817443,0,0,0.067185031,0.813875089,0.001741792,0.00122613
ID_2_Priv,PFAS Recon,NA,NA,NA,0.003622367,NA,0.000100586,0.297067158,0,0.028613512,0.008376643,0.001844924,0.000217724,0.001524068,5.73E-05,0.373946635,0.000194806,0,0.243403931,0.031398087,0,0,0.00203973,0.005248293,0.004090919,0.001948057
ID_3_Pub,PFAS Recon,NA,NA,NA,0.022400103,NA,3.18E-05,0.000332316,0,0.033552408,0.02294123,0.002601228,0.000229183,0,0.000847978,0.618542317,9.17E-05,0,0.182784996,0.056482179,0,0,0.000378152,0.063575397,0.004228429,0.013624936
ID_4_Pub,PFAS Recon,1,4403.369033,NA,0.007274018,NA,0.000103132,0.008216215,0,0.090745056,0.164289918,0.115978117,0.012375888,0.003609634,0,0.064824445,0,0,0.225745371,0.065202597,0,0,0.015595911,0.232208335,0.000435448,0.000687549
ID_5_Pub,PFAS Recon,NA,NA,NA,0.064457752,NA,0.00014133,0,0,0.015550075,0.019789962,0.006462964,0.000332316,5.73E-05,0,0.00638275,0,0,0.469538913,0.017566886,0,0,0.016764745,0.446964376,0.000126051,0.00053858
ID_7_Pub,PFAS Recon,1,2990.093898,0.100967896,0.141771404,0.003947043,0.000474918,0.00800995,0,0.13805991,0.263297025,0.131700079,0.030985558,0,3.44E-05,0.017566886,0,0,0.181169255,0.217701044,0,0,0.00461804,0.003563797,0.001684496,0.001569904
IL_1_Priv,PFAS Recon,2,4886.613165,NA,NA,NA,NA,0.0024408,0,0.030171957,0.036291147,0.009201702,0.001375099,3.44E-05,0.077624322,0.000206265,0.00311689,0,6.88E-05,0.000595876,0,0,0.086161393,0.75073514,0.001890761,0
IST IL_10_Pub,PFAS Recon,2,2465.005039,NA,NA,NA,NA,0.007288023,0,0.140626761,0.15217759,0.063277459,0.026035202,0.000194806,0.135275335,0.000366693,0.05809792,0,0.003483583,0.004698254,0,0,0.138357848,0.229824831,0.038640274,0.001695955
IL_11_Pub,PFAS Recon,6,2874.951128,NA,NA,NA,NA,0.002223076,0,0.088097991,0.350615793,0.263847065,0.124240168,4.58E-05,0.007574502,0,0.007654716,0,0,0.000343775,0,0,0.019354514,0.134541949,0.001558445,0
IL_13_Priv,PFAS Recon,2,4138.121303,NA,0.001503696,NA,0.000136237,0.020603562,0,0.047211722,0.070026902,0.039786189,0.018334649,0.010381995,0.118098061,2.29E-05,0.000756304,0,1.15E-05,0.027410301,0,0,0.037414144,0.595646924,0.012880091,0.001317803
IL_14_Priv,PFAS Recon,4,3615.077027,NA,0.00235804,NA,0.000170614,0.003357533,0,0.079159849,0.32948511,0.260134298,0.053663227,0.002051189,0.079262981,0.000171887,0.004996192,0,0.004572203,0.018013793,0,0,0.012261297,0.111497587,0.039832026,0.00176471
IL_2_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,5.73E-05,0,0.011207054,0.026906098,0.004457612,0.001031324,0.00027502,0.003815899,9.17E-05,0.000217724,0,0,5.73E-05,0,0,0.008078705,0.94228639,0.001111538,0.000332316
IL_3_Pub,PFAS Recon,3,2874.218069,NA,NA,NA,NA,0.01018719,0,0.109331806,0.168208949,0.089220988,0.024190278,0.001283425,0.041287339,0.000160428,0.000916732,0,0.000962569,0.024224656,0,0,0.075951285,0.43469162,0.009786119,0.009648609
IST IL_4_Pub,PFAS Recon,NA,NA,NA,0.003721679,NA,8.91E-05,0.041493604,0,0.099350882,0.048586821,0.018976362,0.004171133,5.73E-05,0.554726278,0.000561499,0.024236115,0,0.002967921,0.007815144,0,0,0.136478547,0.042719733,0.017165816,0.000699009
IL_5_Pub,PFAS Recon,7,1858.19417,NA,NA,NA,NA,0.029759428,0,0.120366974,0.24191424,0.120435729,0.038078775,0.016776204,0.185202878,0.002016811,0.021119224,0,0.006634851,0.014381241,0,0,0.064744231,0.093220233,0.039717434,0.005488936
IL_6_Pub,PFAS Recon,7,3265.740953,NA,NA,NA,NA,0.07032484,0,0.119805475,0.286478898,0.169526752,0.045114697,0.000802141,0.062807634,0.000561499,0.004297183,0,0.001271966,0.015297973,0,0,0.052735035,0.091913889,0.030825129,0.048162832
IL_7_Pub,PFAS Recon,8,3834.337318,NA,NA,NA,NA,0.077120119,0,0.119301272,0.298201614,0.170432026,0.041230043,0.000584417,0.073155251,0.000870896,0.006199403,0,0.002200158,0.016249083,0,0,0.054213267,0.058957357,0.031031394,0.050374449
IL_8_Pub,PFAS Recon,4,3481.720348,NA,NA,NA,NA,0.001661578,0,0.068124682,0.140959077,0.120366974,0.050259858,0.002119944,0.009155866,9.17E-05,0.000103132,0,0,0.000458366,0,0,0.012754041,0.593022777,0.000469825,0.00040107
IST IL_9_Pub,PFAS Recon,3,3455.096678,NA,0.003721679,NA,8.91E-05,0.014908362,0,0.12625698,0.118831447,0.082185066,0.030320927,0.000859437,0.280187821,0.00013751,0.009064192,0,0.003265859,0.011241432,0,0,0.132066772,0.133361656,0.054660174,0.002807493
IN_1_Priv,PFAS Recon,9,3865.305492,NA,NA,NA,NA,0.010370536,0,0.187907238,0.210951601,0.152945354,0.058006247,8.02E-05,0.143560305,0.001615741,0.002727279,0,0.002005352,0.004640958,0,0,0.112414319,0.10520651,0.003907572,0.003747144
IN_10_Pub,PFAS Recon,NA,NA,NA,0.000826332,NA,1.53E-05,0.002945003,0,0.046799193,0.005007651,0.000893814,0.000171887,0.00394195,0.743619004,0.002750197,0.056126946,0,0.002864789,0.072868772,0,0,0.044461525,0.017257489,0.000126051,0.000103132
